customer_id,date_of_birth,current_address,number_of_dependents,annual_income,employment_status,time_at_current_job_months,marital_status,education_level,time_at_current_address_months,account_id,account_type,credit_limit,current_balance,date_opened,date_closed,payment_history_status,total_payments_made,months_since_last_delinquency,is_defaulted,bureau_score_at_opening,bankruptcies,public_records
1018174,1955-05-30,"095 Kelly Hill
Riveraport, WV 28609",4,58548.69,Employed,115,Single,High School,162,12282207.0,Credit Card,17530.36,6433.34,2025-09-13,2023-08-15,60-90 Days Late,187.0,55.0,False,393.0,0.0,1.0
1018174,1955-05-30,"095 Kelly Hill
Riveraport, WV 28609",4,58548.69,Employed,115,Single,High School,162,8245992.0,Personal Loan,15885.84,6433.34,2025-09-13,2023-09-20,60-90 Days Late,142.0,42.0,False,407.0,0.0,1.0
1018174,1955-05-30,"095 Kelly Hill
Riveraport, WV 28609",4,58548.69,Employed,115,Single,High School,162,10817781.0,Personal Loan,15992.1,6433.34,2025-09-13,,60-90 Days Late,131.0,57.0,False,387.0,0.0,1.0
10280249,2000-03-11,"224 Small Summit
Lewisville, NV 63468",2,46448.3,Employed,121,Divorced,PhD,81,7893884.0,Personal Loan,20460.37,5678.61,2021-01-22,2024-10-12,30-60 Days Late,133.0,14.0,True,527.0,1.0,1.0
10280249,2000-03-11,"224 Small Summit
Lewisville, NV 63468",2,46448.3,Employed,121,Divorced,PhD,81,13518793.0,Personal Loan,18353.8,5678.63,2022-05-21,2024-10-07,30-60 Days Late,91.0,29.0,True,657.0,0.0,1.0
10280249,2000-03-11,"224 Small Summit
Lewisville, NV 63468",2,46448.3,Employed,121,Divorced,PhD,81,3087816.0,Personal Loan,21333.98,5678.62,2022-06-03,2024-10-12,30-60 Days Late,70.0,31.0,True,713.0,0.0,1.0
15913245,1961-12-15,"20377 Silva Fall Suite 433
Macdonaldfurt, IN 58772",2,56756.09,Unemployed,123,Divorced,High School,110,8499702.0,Personal Loan,18029.52,2211.42,2020-02-28,2025-07-09,On Time,299.0,45.0,False,631.0,0.0,0.0
15913245,1961-12-15,"20377 Silva Fall Suite 433
Macdonaldfurt, IN 58772",2,56756.09,Unemployed,123,Divorced,High School,110,14271816.0,Personal Loan,20448.58,2211.48,2022-02-19,2025-04-04,30-60 Days Late,299.0,47.0,False,753.0,1.0,0.0
13327860,1988-06-28,"681 Fletcher Groves Apt. 491
Staffordbury, NE 23673",2,53134.01,Unemployed,138,Divorced,High School,50,9812071.0,Mortgage,10077.11,3526.83,2023-05-02,2024-05-16,On Time,213.0,32.0,True,553.0,1.0,1.0
13327860,1988-06-28,"681 Fletcher Groves Apt. 491
Staffordbury, NE 23673",2,53134.01,Unemployed,138,Divorced,High School,50,2130592.0,Mortgage,9638.36,3526.84,2023-07-20,2024-11-19,On Time,281.0,28.0,True,574.0,1.0,1.0
1834243,1957-10-16,"4691 Kristopher Spurs
Kellermouth, MH 15522",0,19680.96,Employed,169,Divorced,PhD,69,11904529.0,Personal Loan,17531.31,8359.7,2022-04-12,2022-08-15,30-60 Days Late,281.0,46.0,False,760.0,1.0,1.0
5627671,1989-09-24,"29126 Harding Cliffs
Ashleyfort, NC 62711",3,54890.65,Unemployed,49,Married,Bachelor,145,161885.0,Personal Loan,21050.55,1934.58,2020-12-29,,30-60 Days Late,262.0,14.0,True,746.0,2.0,0.0
5627671,1989-09-24,"29126 Harding Cliffs
Ashleyfort, NC 62711",3,54890.65,Unemployed,49,Married,Bachelor,145,688500.0,Personal Loan,23104.28,1934.71,2021-01-30,2024-12-03,On Time,185.0,18.0,True,665.0,1.0,0.0
8165795,2002-06-28,"USCGC Jacobs
FPO AE 85982",0,60135.85,Self-Employed,111,Divorced,Bachelor,84,13187790.0,Personal Loan,15700.27,4221.86,2018-06-01,2021-08-12,On Time,29.0,13.0,False,339.0,0.0,1.0
9285756,1976-04-05,"31008 Rebecca Springs Apt. 418
Port Kara, RI 61402",1,66095.65,Self-Employed,60,Divorced,High School,135,14295661.0,Personal Loan,16600.59,7067.01,2024-12-24,,30-60 Days Late,188.0,18.0,True,410.0,2.0,1.0
9285756,1976-04-05,"31008 Rebecca Springs Apt. 418
Port Kara, RI 61402",1,66095.65,Self-Employed,60,Divorced,High School,135,5509189.0,Credit Card,18229.71,7067.01,2025-09-13,,30-60 Days Late,185.0,34.0,True,411.0,2.0,1.0
14802532,2004-11-04,"USNV Santos
FPO AA 96972",1,77213.97,Unemployed,84,Married,High School,107,10562221.0,Personal Loan,15661.33,5121.81,2022-12-11,,60-90 Days Late,281.0,21.0,False,316.0,2.0,0.0
744760,1983-02-15,"1698 Anthony Union
West Autumnbury, MD 40803",0,45979.57,Employed,89,Married,Bachelor,19,8264749.0,Personal Loan,15295.89,2883.5,2020-06-11,2024-03-25,30-60 Days Late,138.0,52.0,True,635.0,1.0,1.0
744760,1983-02-15,"1698 Anthony Union
West Autumnbury, MD 40803",0,45979.57,Employed,89,Married,Bachelor,19,4784657.0,Personal Loan,13301.01,2883.38,2021-05-26,2023-07-19,30-60 Days Late,149.0,44.0,True,661.0,2.0,1.0
744760,1983-02-15,"1698 Anthony Union
West Autumnbury, MD 40803",0,45979.57,Employed,89,Married,Bachelor,19,15589109.0,Mortgage,18518.29,2883.38,2022-04-09,,On Time,159.0,58.0,True,664.0,2.0,1.0
2838325,1995-12-22,"43959 Gill Ridge
South Mollyberg, DE 60372",0,36263.37,Unemployed,231,Divorced,High School,59,14940248.0,Mortgage,17814.53,3973.8,2021-11-10,,30-60 Days Late,228.0,34.0,False,623.0,2.0,1.0
6017939,2005-11-11,"94038 Christopher Union Apt. 111
Jacobburgh, VA 39419",0,63740.69,Unemployed,178,Married,High School,50,12348851.0,Mortgage,17792.72,5409.79,2019-09-28,,On Time,239.0,30.0,True,714.0,0.0,1.0
3383040,1985-06-20,"Unit 6363 Box 6254
DPO AE 47913",1,36353.3,Unemployed,182,Divorced,Bachelor,123,5562766.0,Credit Card,22156.08,2887.85,2019-05-21,2023-02-14,60-90 Days Late,109.0,7.0,False,729.0,2.0,1.0
3383040,1985-06-20,"Unit 6363 Box 6254
DPO AE 47913",1,36353.3,Unemployed,182,Divorced,Bachelor,123,14010230.0,Credit Card,20542.46,2887.85,2024-06-25,2022-12-11,60-90 Days Late,268.0,7.0,False,650.0,2.0,1.0
3383040,1985-06-20,"Unit 6363 Box 6254
DPO AE 47913",1,36353.3,Unemployed,182,Divorced,Bachelor,123,15817224.0,Credit Card,22674.61,2887.91,2025-06-04,2023-01-05,On Time,134.0,6.0,False,634.0,2.0,1.0
6109090,2004-02-21,"232 Baker Pass Suite 592
Carpenterland, DE 64557",1,56385.2,Unemployed,12,Single,PhD,15,14345755.0,Credit Card,22909.21,7311.74,2022-07-28,,60-90 Days Late,293.0,49.0,False,606.0,2.0,0.0
11757272,1982-06-10,"466 Norris Springs Apt. 837
Snowmouth, DC 24201",2,52502.24,Unemployed,233,Divorced,Bachelor,41,16284166.0,Credit Card,7232.67,3192.46,2018-04-10,,30-60 Days Late,141.0,50.0,False,572.0,1.0,1.0
11757272,1982-06-10,"466 Norris Springs Apt. 837
Snowmouth, DC 24201",2,52502.24,Unemployed,233,Divorced,Bachelor,41,4453005.0,Auto Loan,8388.21,3192.46,2018-11-28,2024-10-24,30-60 Days Late,132.0,45.0,False,578.0,1.0,1.0
11757272,1982-06-10,"466 Norris Springs Apt. 837
Snowmouth, DC 24201",2,52502.24,Unemployed,233,Divorced,Bachelor,41,4767058.0,Credit Card,8508.41,3192.64,2019-04-25,,30-60 Days Late,123.0,45.0,False,539.0,2.0,0.0
4608373,1981-04-15,"24396 Quinn Islands Suite 155
Dickersonbury, NE 65232",2,55484.05,Self-Employed,61,Single,Bachelor,13,2324913.0,Personal Loan,14986.26,1888.57,2025-03-09,2023-01-31,30-60 Days Late,12.0,2.0,False,455.0,1.0,1.0
4608373,1981-04-15,"24396 Quinn Islands Suite 155
Dickersonbury, NE 65232",2,55484.05,Self-Employed,61,Single,Bachelor,13,13715390.0,Mortgage,14767.16,1888.64,2024-07-20,,On Time,146.0,22.0,False,542.0,1.0,1.0
4608373,1981-04-15,"24396 Quinn Islands Suite 155
Dickersonbury, NE 65232",2,55484.05,Self-Employed,61,Single,Bachelor,13,4292061.0,Mortgage,13657.42,1888.82,2025-04-12,,On Time,216.0,4.0,False,416.0,2.0,1.0
4608373,1981-04-15,"24396 Quinn Islands Suite 155
Dickersonbury, NE 65232",2,55484.05,Self-Employed,61,Single,Bachelor,13,6332067.0,Credit Card,16324.94,1888.48,2022-02-14,,On Time,91.0,20.0,False,581.0,0.0,1.0
15478127,1963-05-16,"52893 Johnston Walks
Robbinsfort, SC 86280",4,60899.7,Self-Employed,134,Single,PhD,73,5285310.0,Personal Loan,23034.94,4062.67,2024-02-25,2025-01-30,30-60 Days Late,268.0,32.0,False,795.0,1.0,0.0
763583,1982-12-02,"4034 Chavez Shoals Apt. 903
Hortonburgh, NE 87924",4,72755.36,Employed,138,Married,High School,20,1059861.0,Mortgage,22962.9,2804.8,2020-11-21,2023-06-25,On Time,299.0,36.0,False,696.0,1.0,0.0
763583,1982-12-02,"4034 Chavez Shoals Apt. 903
Hortonburgh, NE 87924",4,72755.36,Employed,138,Married,High School,20,2515061.0,Mortgage,20675.41,2804.82,2022-01-11,2023-09-12,On Time,277.0,37.0,False,669.0,1.0,0.0
763583,1982-12-02,"4034 Chavez Shoals Apt. 903
Hortonburgh, NE 87924",4,72755.36,Employed,138,Married,High School,20,3866527.0,Mortgage,19586.37,2804.8,2022-02-03,,On Time,299.0,36.0,False,624.0,0.0,0.0
9357590,1969-04-27,"78454 Hunter Spur Suite 911
South Alanside, TN 86699",4,35544.11,Employed,192,Divorced,High School,29,12132347.0,Credit Card,8891.59,3353.15,2019-07-11,2023-12-22,60-90 Days Late,257.0,42.0,True,758.0,0.0,1.0
4741510,1960-08-08,"457 Robert Valleys Apt. 474
East Sherry, NE 80295",1,38236.07,Unemployed,16,Single,PhD,12,5510880.0,Mortgage,17497.02,4407.07,2022-08-26,2020-09-18,On Time,265.0,44.0,False,764.0,0.0,0.0
14198874,1972-09-04,"34637 Moreno Shoal Suite 681
South Stacy, WI 05177",1,30522.86,Self-Employed,76,Divorced,High School,55,16119075.0,Personal Loan,11318.56,4598.12,2022-06-07,,On Time,135.0,48.0,False,646.0,2.0,1.0
14198874,1972-09-04,"34637 Moreno Shoal Suite 681
South Stacy, WI 05177",1,30522.86,Self-Employed,76,Divorced,High School,55,6728973.0,Mortgage,14716.34,4598.08,2021-07-29,2022-07-29,On Time,190.0,50.0,False,849.0,2.0,1.0
14198874,1972-09-04,"34637 Moreno Shoal Suite 681
South Stacy, WI 05177",1,30522.86,Self-Employed,76,Divorced,High School,55,12299064.0,Mortgage,11492.69,4598.14,2021-05-12,2022-08-10,On Time,199.0,52.0,True,849.0,2.0,1.0
1377710,1977-09-19,"894 Sanders Viaduct
Karamouth, NC 93400",4,39472.74,Employed,143,Married,Bachelor,163,13222375.0,Credit Card,22499.75,5922.15,2025-02-07,2024-03-06,30-60 Days Late,299.0,20.0,False,680.0,2.0,0.0
2773213,1960-04-11,"4776 Kimberly Light
Port Amanda, VI 31506",1,53582.89,Employed,139,Single,High School,99,,,,,,,,,,,,,
15630548,2001-08-12,"USNS White
FPO AE 16567",3,20540.33,Employed,202,Single,High School,119,,,,,,,,,,,,,
5976543,1985-11-13,"7187 Nancy Square Apt. 892
New Johnborough, ME 22515",2,63091.83,Self-Employed,95,Married,Master,47,8364806.0,Mortgage,21124.55,3342.48,2022-05-14,2021-11-15,On Time,177.0,21.0,True,774.0,1.0,0.0
5976543,1985-11-13,"7187 Nancy Square Apt. 892
New Johnborough, ME 22515",2,63091.83,Self-Employed,95,Married,Master,47,3625205.0,Mortgage,19545.69,3342.44,2022-05-15,2021-09-02,On Time,144.0,11.0,True,696.0,1.0,0.0
923437,1963-04-14,"27414 Christine Estate
East John, FM 21613",2,33196.85,Self-Employed,170,Single,Bachelor,122,15928075.0,Personal Loan,17269.58,1546.24,2018-04-15,2022-02-14,60-90 Days Late,142.0,40.0,True,622.0,0.0,0.0
923437,1963-04-14,"27414 Christine Estate
East John, FM 21613",2,33196.85,Self-Employed,170,Single,Bachelor,122,141355.0,Credit Card,18670.48,1546.24,2017-06-15,2022-02-02,60-90 Days Late,210.0,41.0,True,658.0,1.0,0.0
9508873,1997-07-15,"546 Strickland Parkway
North Angelica, AS 58232",0,29620.28,Self-Employed,228,Married,High School,87,13988549.0,Personal Loan,20348.02,4097.81,2021-07-03,2024-10-27,On Time,264.0,59.0,False,699.0,0.0,0.0
10655182,2004-06-09,"7137 Anderson Throughway Suite 647
Perezfort, NM 77789",2,50720.01,Self-Employed,123,Married,High School,113,9579586.0,Credit Card,20566.94,8344.01,2022-11-14,,60-90 Days Late,148.0,20.0,False,693.0,1.0,0.0
10655182,2004-06-09,"7137 Anderson Throughway Suite 647
Perezfort, NM 77789",2,50720.01,Self-Employed,123,Married,High School,113,8509258.0,Personal Loan,20320.21,8343.88,2022-02-26,,60-90 Days Late,148.0,22.0,False,743.0,1.0,1.0
10655182,2004-06-09,"7137 Anderson Throughway Suite 647
Perezfort, NM 77789",2,50720.01,Self-Employed,123,Married,High School,113,3599888.0,Mortgage,22219.37,8343.9,2022-11-22,2024-04-17,60-90 Days Late,147.0,22.0,False,711.0,1.0,0.0
10655182,2004-06-09,"7137 Anderson Throughway Suite 647
Perezfort, NM 77789",2,50720.01,Self-Employed,123,Married,High School,113,15527797.0,Credit Card,20600.69,8343.81,2021-02-13,2023-09-04,60-90 Days Late,150.0,18.0,True,755.0,1.0,1.0
16641257,1985-12-11,"6122 Alicia Walks Suite 077
Lake Dwaynemouth, ME 19736",2,13949.29,Unemployed,171,Divorced,High School,127,2683442.0,Credit Card,11195.38,1242.11,2017-08-15,2023-01-23,60-90 Days Late,200.0,55.0,True,646.0,2.0,1.0
16641257,1985-12-11,"6122 Alicia Walks Suite 077
Lake Dwaynemouth, ME 19736",2,13949.29,Unemployed,171,Divorced,High School,127,4298727.0,Credit Card,12276.62,1242.12,2017-07-17,2024-11-23,30-60 Days Late,246.0,59.0,True,659.0,2.0,1.0
7758243,1994-08-03,"PSC 0795, Box 8327
APO AA 52118",1,56370.4,Employed,70,Single,High School,81,4232454.0,Mortgage,7317.64,4588.52,2023-01-02,,30-60 Days Late,101.0,25.0,True,446.0,0.0,1.0
3693214,1989-09-05,"USNS Kelley
FPO AE 38420",2,45224.07,Unemployed,199,Single,Master,167,3779145.0,Personal Loan,16556.23,3626.68,2019-09-21,2022-11-09,60-90 Days Late,184.0,12.0,False,674.0,1.0,0.0
2136290,1981-03-26,"93081 Ibarra Skyway Apt. 171
Johnland, AZ 15765",0,40773.65,Employed,36,Married,High School,71,2643906.0,Auto Loan,12107.91,4439.72,2021-04-14,2025-09-16,On Time,83.0,52.0,False,514.0,1.0,0.0
2136290,1981-03-26,"93081 Ibarra Skyway Apt. 171
Johnland, AZ 15765",0,40773.65,Employed,36,Married,High School,71,11335318.0,Credit Card,13372.02,4439.71,2020-03-16,2025-09-16,On Time,79.0,56.0,False,579.0,1.0,0.0
15847937,1975-08-24,"9730 Stevens Road Suite 906
North Karina, MP 72100",0,57056.59,Unemployed,53,Married,Master,96,5778719.0,Personal Loan,13590.02,4958.85,2016-04-17,2023-08-09,30-60 Days Late,185.0,46.0,False,453.0,1.0,0.0
15847937,1975-08-24,"9730 Stevens Road Suite 906
North Karina, MP 72100",0,57056.59,Unemployed,53,Married,Master,96,15319766.0,Personal Loan,17363.89,4958.79,2018-01-13,2024-07-07,30-60 Days Late,184.0,53.0,False,475.0,0.0,0.0
15847937,1975-08-24,"9730 Stevens Road Suite 906
North Karina, MP 72100",0,57056.59,Unemployed,53,Married,Master,96,16386871.0,Mortgage,16930.27,4958.82,2016-06-05,2023-12-06,30-60 Days Late,182.0,55.0,False,497.0,1.0,0.0
3373617,1960-11-16,"135 Hall Knolls
Davidfurt, PW 00550",3,47237.71,Employed,26,Divorced,Bachelor,175,14731492.0,Mortgage,19261.37,2657.75,2019-05-07,,30-60 Days Late,162.0,1.0,False,847.0,2.0,1.0
3373617,1960-11-16,"135 Hall Knolls
Davidfurt, PW 00550",3,47237.71,Employed,26,Divorced,Bachelor,175,14707312.0,Mortgage,21302.01,2657.75,2019-05-07,2023-08-01,60-90 Days Late,97.0,1.0,False,455.0,1.0,1.0
3373617,1960-11-16,"135 Hall Knolls
Davidfurt, PW 00550",3,47237.71,Employed,26,Divorced,Bachelor,175,4432497.0,Mortgage,22166.96,2657.75,2019-05-07,2024-04-09,60-90 Days Late,45.0,1.0,False,849.0,1.0,1.0
10289624,1958-12-27,"90703 Andrew Prairie Suite 657
Murphyfurt, OK 53296",2,37428.35,Self-Employed,23,Divorced,PhD,35,1147282.0,Personal Loan,10393.56,3031.18,2018-12-06,2021-01-26,On Time,59.0,58.0,True,344.0,1.0,1.0
10289624,1958-12-27,"90703 Andrew Prairie Suite 657
Murphyfurt, OK 53296",2,37428.35,Self-Employed,23,Divorced,PhD,35,1344688.0,Personal Loan,10088.52,3031.2,2020-12-04,2021-01-07,30-60 Days Late,49.0,58.0,True,400.0,1.0,1.0
2662512,1996-08-09,"80656 Regina Parkway Apt. 165
Moralesstad, LA 03263",4,63831.89,Self-Employed,220,Married,PhD,45,15183744.0,Mortgage,14503.65,5711.02,2018-10-15,,30-60 Days Late,117.0,20.0,False,638.0,1.0,0.0
4216487,2002-01-04,"3252 Cynthia Plains
Jonesstad, MH 86942",4,53327.88,Employed,63,Married,PhD,69,14269790.0,Personal Loan,17889.75,2705.2,2019-07-15,2023-09-06,30-60 Days Late,115.0,33.0,True,571.0,0.0,1.0
4216487,2002-01-04,"3252 Cynthia Plains
Jonesstad, MH 86942",4,53327.88,Employed,63,Married,PhD,69,11125151.0,Personal Loan,11998.88,2705.25,2020-04-16,2023-10-20,60-90 Days Late,129.0,33.0,False,592.0,0.0,1.0
4216487,2002-01-04,"3252 Cynthia Plains
Jonesstad, MH 86942",4,53327.88,Employed,63,Married,PhD,69,14809023.0,Personal Loan,12005.46,2705.71,2019-07-19,2024-03-07,30-60 Days Late,147.0,33.0,False,612.0,0.0,1.0
4216487,2002-01-04,"3252 Cynthia Plains
Jonesstad, MH 86942",4,53327.88,Employed,63,Married,PhD,69,11774540.0,Auto Loan,13845.91,2705.13,2021-01-01,2022-05-20,30-60 Days Late,65.0,30.0,False,620.0,0.0,0.0
7296061,1981-09-30,"2052 Sharon Inlet
Kimberlyfort, VT 87063",0,49887.59,Self-Employed,201,Married,High School,49,7977577.0,Credit Card,15398.99,3067.53,2022-06-22,2023-01-16,On Time,1.0,42.0,False,555.0,0.0,0.0
3555112,1980-12-28,"95463 Jesse Landing Apt. 742
West Timothy, MA 18679",2,61806.36,Unemployed,229,Single,Bachelor,143,8877312.0,Personal Loan,15436.35,4310.14,2023-10-21,2021-10-13,60-90 Days Late,256.0,59.0,True,573.0,0.0,1.0
3555112,1980-12-28,"95463 Jesse Landing Apt. 742
West Timothy, MA 18679",2,61806.36,Unemployed,229,Single,Bachelor,143,13817720.0,Mortgage,15248.47,4310.13,2021-04-06,2022-09-27,60-90 Days Late,236.0,59.0,False,685.0,0.0,1.0
3555112,1980-12-28,"95463 Jesse Landing Apt. 742
West Timothy, MA 18679",2,61806.36,Unemployed,229,Single,Bachelor,143,10864491.0,Mortgage,15912.15,4310.26,2020-04-30,2021-12-08,60-90 Days Late,231.0,59.0,True,726.0,0.0,1.0
3555112,1980-12-28,"95463 Jesse Landing Apt. 742
West Timothy, MA 18679",2,61806.36,Unemployed,229,Single,Bachelor,143,2878332.0,Personal Loan,15388.5,4310.11,2023-06-20,2022-12-11,60-90 Days Late,255.0,57.0,False,545.0,0.0,1.0
855546,1966-04-14,"73970 Martin Camp
Port Joy, DE 68987",3,68070.5,Employed,28,Divorced,Bachelor,178,4666699.0,Personal Loan,26698.4,1504.12,2022-11-07,2023-08-06,60-90 Days Late,161.0,2.0,True,792.0,0.0,1.0
855546,1966-04-14,"73970 Martin Camp
Port Joy, DE 68987",3,68070.5,Employed,28,Divorced,Bachelor,178,8977909.0,Mortgage,27087.54,1504.12,2023-01-16,,60-90 Days Late,120.0,14.0,True,731.0,0.0,1.0
855546,1966-04-14,"73970 Martin Camp
Port Joy, DE 68987",3,68070.5,Employed,28,Divorced,Bachelor,178,10647459.0,Mortgage,27633.27,1504.11,2022-05-14,2022-08-06,60-90 Days Late,228.0,13.0,True,792.0,0.0,0.0
855546,1966-04-14,"73970 Martin Camp
Port Joy, DE 68987",3,68070.5,Employed,28,Divorced,Bachelor,178,15671710.0,Personal Loan,26596.05,1504.66,2024-04-21,,60-90 Days Late,158.0,1.0,True,615.0,1.0,1.0
855546,1966-04-14,"73970 Martin Camp
Port Joy, DE 68987",3,68070.5,Employed,28,Divorced,Bachelor,178,5646034.0,Personal Loan,25433.49,1504.37,2024-10-12,2024-03-09,60-90 Days Late,113.0,5.0,True,652.0,0.0,1.0
51609,1970-11-07,"PSC 0069, Box 4023
APO AE 19872",3,41494.35,Employed,146,Married,Master,178,5900905.0,Mortgage,13640.73,3977.11,2020-07-04,2020-12-09,30-60 Days Late,45.0,45.0,True,603.0,1.0,1.0
51609,1970-11-07,"PSC 0069, Box 4023
APO AE 19872",3,41494.35,Employed,146,Married,Master,178,14003788.0,Personal Loan,14001.93,3977.11,2020-08-05,2021-02-06,On Time,136.0,47.0,True,646.0,2.0,1.0
51609,1970-11-07,"PSC 0069, Box 4023
APO AE 19872",3,41494.35,Employed,146,Married,Master,178,9821408.0,Mortgage,14181.84,3977.1,2020-07-29,2020-11-27,On Time,147.0,56.0,True,644.0,2.0,1.0
51609,1970-11-07,"PSC 0069, Box 4023
APO AE 19872",3,41494.35,Employed,146,Married,Master,178,16396537.0,Mortgage,13680.18,3977.15,2020-08-14,2023-11-02,30-60 Days Late,224.0,28.0,False,595.0,1.0,1.0
8011956,1959-07-06,"549 Oscar Courts
East Andrew, IN 04398",0,58266.62,Self-Employed,230,Married,High School,77,7239737.0,Mortgage,19880.46,3354.39,2019-01-07,2022-12-13,30-60 Days Late,193.0,34.0,True,545.0,0.0,0.0
8011956,1959-07-06,"549 Oscar Courts
East Andrew, IN 04398",0,58266.62,Self-Employed,230,Married,High School,77,6771223.0,Mortgage,18686.95,3354.25,2019-04-17,2023-04-10,30-60 Days Late,195.0,24.0,True,522.0,0.0,0.0
8011956,1959-07-06,"549 Oscar Courts
East Andrew, IN 04398",0,58266.62,Self-Employed,230,Married,High School,77,138592.0,Mortgage,18101.07,3354.26,2019-04-14,2022-12-06,30-60 Days Late,197.0,34.0,True,560.0,0.0,0.0
10811845,2002-03-16,"2199 Henderson Burg
North Catherineborough, ME 10537",4,46052.38,Self-Employed,155,Single,Bachelor,131,14606686.0,Credit Card,16008.52,1748.68,2018-07-20,2023-06-19,60-90 Days Late,278.0,39.0,False,673.0,0.0,1.0
10811845,2002-03-16,"2199 Henderson Burg
North Catherineborough, ME 10537",4,46052.38,Self-Employed,155,Single,Bachelor,131,1307630.0,Credit Card,14545.16,1748.61,2018-05-30,,60-90 Days Late,268.0,44.0,True,688.0,0.0,1.0
5877716,2005-11-12,"53815 Lindsay Route
West Daniel, LA 11724",1,65537.22,Unemployed,181,Married,High School,96,11156913.0,Credit Card,9753.68,2164.88,2020-08-26,2022-10-08,60-90 Days Late,89.0,35.0,True,367.0,1.0,1.0
12470801,1986-04-20,"417 Christina Estates
Williamsville, WI 99753",4,56594.35,Employed,165,Single,High School,44,6588799.0,Credit Card,19524.97,2865.56,2022-11-23,2022-12-14,30-60 Days Late,162.0,22.0,True,743.0,1.0,0.0
12470801,1986-04-20,"417 Christina Estates
Williamsville, WI 99753",4,56594.35,Employed,165,Single,High School,44,1151919.0,Credit Card,16801.6,2865.17,2023-04-28,2023-02-25,60-90 Days Late,146.0,21.0,True,687.0,1.0,0.0
12470801,1986-04-20,"417 Christina Estates
Williamsville, WI 99753",4,56594.35,Employed,165,Single,High School,44,3910821.0,Personal Loan,11150.19,2865.28,2022-08-07,2023-03-12,60-90 Days Late,129.0,23.0,True,724.0,1.0,0.0
12470801,1986-04-20,"417 Christina Estates
Williamsville, WI 99753",4,56594.35,Employed,165,Single,High School,44,16617638.0,Credit Card,17813.76,2865.28,2024-10-11,2022-12-14,30-60 Days Late,208.0,18.0,False,633.0,0.0,0.0
10983897,1960-09-30,"676 Sherri Key Suite 567
Port Lindaburgh, CT 85962",3,31695.92,Self-Employed,189,Married,Master,125,5523181.0,Mortgage,12170.87,4028.29,2020-10-30,2024-01-27,On Time,299.0,31.0,False,793.0,1.0,1.0
10983897,1960-09-30,"676 Sherri Key Suite 567
Port Lindaburgh, CT 85962",3,31695.92,Self-Employed,189,Married,Master,125,11430435.0,Mortgage,14037.28,4028.31,2021-03-05,2024-12-23,30-60 Days Late,299.0,37.0,False,849.0,1.0,1.0
10983897,1960-09-30,"676 Sherri Key Suite 567
Port Lindaburgh, CT 85962",3,31695.92,Self-Employed,189,Married,Master,125,1649375.0,Mortgage,14975.63,4028.46,2019-10-28,,30-60 Days Late,299.0,24.0,False,703.0,1.0,1.0
13602827,2000-06-22,"774 Gilbert Garden
Paynechester, PR 27825",2,41428.79,Self-Employed,144,Divorced,Master,78,13551092.0,Personal Loan,12198.93,4079.53,2022-08-01,2022-12-15,60-90 Days Late,37.0,21.0,True,438.0,1.0,1.0
13602827,2000-06-22,"774 Gilbert Garden
Paynechester, PR 27825",2,41428.79,Self-Employed,144,Divorced,Master,78,9351152.0,Auto Loan,11594.06,4079.54,2021-03-13,2023-01-18,60-90 Days Late,22.0,10.0,True,418.0,1.0,1.0
16070815,1982-01-19,"0821 Luis Wells Apt. 980
Lake Isaac, OH 25123",4,49019.97,Unemployed,193,Divorced,Bachelor,55,5006293.0,Personal Loan,14468.62,4086.81,2023-03-16,2022-01-01,30-60 Days Late,133.0,4.0,True,511.0,1.0,1.0
16070815,1982-01-19,"0821 Luis Wells Apt. 980
Lake Isaac, OH 25123",4,49019.97,Unemployed,193,Divorced,Bachelor,55,14398176.0,Credit Card,9683.32,4086.73,2024-06-04,2022-09-17,60-90 Days Late,125.0,4.0,True,517.0,1.0,1.0
16070815,1982-01-19,"0821 Luis Wells Apt. 980
Lake Isaac, OH 25123",4,49019.97,Unemployed,193,Divorced,Bachelor,55,1217414.0,Credit Card,9450.12,4086.91,2024-09-19,,30-60 Days Late,121.0,4.0,True,509.0,2.0,0.0
11293332,1959-04-25,"025 Jason Burgs Suite 101
North Rachel, NJ 32085",0,72659.59,Unemployed,122,Divorced,High School,150,15763420.0,Personal Loan,11302.03,3970.09,2021-01-26,2021-09-04,On Time,115.0,44.0,False,397.0,1.0,0.0
11293332,1959-04-25,"025 Jason Burgs Suite 101
North Rachel, NJ 32085",0,72659.59,Unemployed,122,Divorced,High School,150,5772267.0,Credit Card,13134.63,3970.13,2020-10-11,,On Time,120.0,43.0,False,442.0,1.0,1.0
11293332,1959-04-25,"025 Jason Burgs Suite 101
North Rachel, NJ 32085",0,72659.59,Unemployed,122,Divorced,High School,150,13768495.0,Personal Loan,12689.76,3970.09,2021-10-16,,On Time,126.0,40.0,False,436.0,1.0,1.0
7440481,2000-08-17,"119 White Mountains
Donaldbury, VA 12611",4,69534.4,Self-Employed,143,Divorced,PhD,137,15565694.0,Credit Card,19757.26,7313.59,2018-02-17,2024-04-13,60-90 Days Late,50.0,53.0,True,625.0,1.0,1.0
7440481,2000-08-17,"119 White Mountains
Donaldbury, VA 12611",4,69534.4,Self-Employed,143,Divorced,PhD,137,15776581.0,Credit Card,19316.41,7313.6,2017-01-14,2024-04-13,60-90 Days Late,45.0,39.0,True,300.0,0.0,1.0
